TimeKey,Date,Year,Quarter,Month,MonthName,Week,DayOfMonth,DayOfWeek,DayName,IsWeekend
376,1997-12-11 00:00:00,1997,4,12,December,50,11,3,Thursday,False
377,1997-12-12 00:00:00,1997,4,12,December,50,12,4,Friday,False
378,1997-12-15 00:00:00,1997,4,12,December,51,15,0,Monday,False
379,1997-12-16 00:00:00,1997,4,12,December,51,16,1,Tuesday,False
380,1997-12-17 00:00:00,1997,4,12,December,51,17,2,Wednesday,False
381,1997-12-18 00:00:00,1997,4,12,December,51,18,3,Thursday,False
382,1997-12-19 00:00:00,1997,4,12,December,51,19,4,Friday,False
383,1997-12-22 00:00:00,1997,4,12,December,52,22,0,Monday,False
384,1997-12-23 00:00:00,1997,4,12,December,52,23,1,Tuesday,False
385,1997-12-24 00:00:00,1997,4,12,December,52,24,2,Wednesday,False
386,1997-12-25 00:00:00,1997,4,12,December,52,25,3,Thursday,False
387,1997-12-26 00:00:00,1997,4,12,December,52,26,4,Friday,False
388,1997-12-29 00:00:00,1997,4,12,December,1,29,0,Monday,False
389,1997-12-30 00:00:00,1997,4,12,December,1,30,1,Tuesday,False
390,1997-12-31 00:00:00,1997,4,12,December,1,31,2,Wednesday,False
391,1998-01-01 00:00:00,1998,1,1,January,1,1,3,Thursday,False
392,1998-01-02 00:00:00,1998,1,1,January,1,2,4,Friday,False
393,1998-01-05 00:00:00,1998,1,1,January,2,5,0,Monday,False
394,1998-01-06 00:00:00,1998,1,1,January,2,6,1,Tuesday,False
395,1998-01-07 00:00:00,1998,1,1,January,2,7,2,Wednesday,False
396,1998-01-08 00:00:00,1998,1,1,January,2,8,3,Thursday,False
397,1998-01-09 00:00:00,1998,1,1,January,2,9,4,Friday,False
398,1998-01-12 00:00:00,1998,1,1,January,3,12,0,Monday,False
399,1998-01-13 00:00:00,1998,1,1,January,3,13,1,Tuesday,False
400,1998-01-14 00:00:00,1998,1,1,January,3,14,2,Wednesday,False
401,1998-01-15 00:00:00,1998,1,1,January,3,15,3,Thursday,False
402,1998-01-16 00:00:00,1998,1,1,January,3,16,4,Friday,False
403,1998-01-19 00:00:00,1998,1,1,January,4,19,0,Monday,False
404,1998-01-20 00:00:00,1998,1,1,January,4,20,1,Tuesday,False
405,1998-01-21 00:00:00,1998,1,1,January,4,21,2,Wednesday,False
406,1998-01-22 00:00:00,1998,1,1,January,4,22,3,Thursday,False
407,1998-01-23 00:00:00,1998,1,1,January,4,23,4,Friday,False
408,1998-01-26 00:00:00,1998,1,1,January,5,26,0,Monday,False
409,1998-01-27 00:00:00,1998,1,1,January,5,27,1,Tuesday,False
410,1998-01-28 00:00:00,1998,1,1,January,5,28,2,Wednesday,False
411,1998-01-29 00:00:00,1998,1,1,January,5,29,3,Thursday,False
412,1998-01-30 00:00:00,1998,1,1,January,5,30,4,Friday,False
413,1998-02-02 00:00:00,1998,1,2,February,6,2,0,Monday,False
414,1998-02-03 00:00:00,1998,1,2,February,6,3,1,Tuesday,False
415,1998-02-04 00:00:00,1998,1,2,February,6,4,2,Wednesday,False
416,1998-02-05 00:00:00,1998,1,2,February,6,5,3,Thursday,False
417,1998-02-06 00:00:00,1998,1,2,February,6,6,4,Friday,False
418,1998-02-09 00:00:00,1998,1,2,February,7,9,0,Monday,False
419,1998-02-10 00:00:00,1998,1,2,February,7,10,1,Tuesday,False
420,1998-02-11 00:00:00,1998,1,2,February,7,11,2,Wednesday,False
421,1998-02-12 00:00:00,1998,1,2,February,7,12,3,Thursday,False
422,1998-02-13 00:00:00,1998,1,2,February,7,13,4,Friday,False
423,1998-02-16 00:00:00,1998,1,2,February,8,16,0,Monday,False
424,1998-02-17 00:00:00,1998,1,2,February,8,17,1,Tuesday,False
425,1998-02-18 00:00:00,1998,1,2,February,8,18,2,Wednesday,False
426,1998-02-19 00:00:00,1998,1,2,February,8,19,3,Thursday,False
427,1998-02-20 00:00:00,1998,1,2,February,8,20,4,Friday,False
428,1998-02-23 00:00:00,1998,1,2,February,9,23,0,Monday,False
429,1998-02-24 00:00:00,1998,1,2,February,9,24,1,Tuesday,False
430,1998-02-25 00:00:00,1998,1,2,February,9,25,2,Wednesday,False
431,1998-02-26 00:00:00,1998,1,2,February,9,26,3,Thursday,False
432,1998-02-27 00:00:00,1998,1,2,February,9,27,4,Friday,False
433,1998-03-02 00:00:00,1998,1,3,March,10,2,0,Monday,False
434,1998-03-03 00:00:00,1998,1,3,March,10,3,1,Tuesday,False
435,1998-03-04 00:00:00,1998,1,3,March,10,4,2,Wednesday,False
436,1998-03-05 00:00:00,1998,1,3,March,10,5,3,Thursday,False
437,1998-03-06 00:00:00,1998,1,3,March,10,6,4,Friday,False
438,1998-03-09 00:00:00,1998,1,3,March,11,9,0,Monday,False
439,1998-03-10 00:00:00,1998,1,3,March,11,10,1,Tuesday,False
440,1998-03-11 00:00:00,1998,1,3,March,11,11,2,Wednesday,False
441,1998-03-12 00:00:00,1998,1,3,March,11,12,3,Thursday,False
442,1998-03-13 00:00:00,1998,1,3,March,11,13,4,Friday,False
443,1998-03-16 00:00:00,1998,1,3,March,12,16,0,Monday,False
444,1998-03-17 00:00:00,1998,1,3,March,12,17,1,Tuesday,False
445,1998-03-18 00:00:00,1998,1,3,March,12,18,2,Wednesday,False
446,1998-03-19 00:00:00,1998,1,3,March,12,19,3,Thursday,False
447,1998-03-20 00:00:00,1998,1,3,March,12,20,4,Friday,False
448,1998-03-23 00:00:00,1998,1,3,March,13,23,0,Monday,False
449,1998-03-24 00:00:00,1998,1,3,March,13,24,1,Tuesday,False
450,1998-03-25 00:00:00,1998,1,3,March,13,25,2,Wednesday,False
451,1998-03-26 00:00:00,1998,1,3,March,13,26,3,Thursday,False
452,1998-03-27 00:00:00,1998,1,3,March,13,27,4,Friday,False
453,1998-03-30 00:00:00,1998,1,3,March,14,30,0,Monday,False
454,1998-03-31 00:00:00,1998,1,3,March,14,31,1,Tuesday,False
455,1998-04-01 00:00:00,1998,2,4,April,14,1,2,Wednesday,False
456,1998-04-02 00:00:00,1998,2,4,April,14,2,3,Thursday,False
457,1998-04-03 00:00:00,1998,2,4,April,14,3,4,Friday,False
458,1998-04-06 00:00:00,1998,2,4,April,15,6,0,Monday,False
459,1998-04-07 00:00:00,1998,2,4,April,15,7,1,Tuesday,False
460,1998-04-08 00:00:00,1998,2,4,April,15,8,2,Wednesday,False
461,1998-04-09 00:00:00,1998,2,4,April,15,9,3,Thursday,False
462,1998-04-10 00:00:00,1998,2,4,April,15,10,4,Friday,False
463,1998-04-13 00:00:00,1998,2,4,April,16,13,0,Monday,False
464,1998-04-14 00:00:00,1998,2,4,April,16,14,1,Tuesday,False
465,1998-04-15 00:00:00,1998,2,4,April,16,15,2,Wednesday,False
466,1998-04-16 00:00:00,1998,2,4,April,16,16,3,Thursday,False
467,1998-04-17 00:00:00,1998,2,4,April,16,17,4,Friday,False
468,1998-04-20 00:00:00,1998,2,4,April,17,20,0,Monday,False
469,1998-04-21 00:00:00,1998,2,4,April,17,21,1,Tuesday,False
470,1998-04-22 00:00:00,1998,2,4,April,17,22,2,Wednesday,False
471,1998-04-23 00:00:00,1998,2,4,April,17,23,3,Thursday,False
472,1998-04-24 00:00:00,1998,2,4,April,17,24,4,Friday,False
473,1998-04-27 00:00:00,1998,2,4,April,18,27,0,Monday,False
474,1998-04-28 00:00:00,1998,2,4,April,18,28,1,Tuesday,False
475,1998-04-29 00:00:00,1998,2,4,April,18,29,2,Wednesday,False
476,1998-04-30 00:00:00,1998,2,4,April,18,30,3,Thursday,False
477,1998-05-01 00:00:00,1998,2,5,May,18,1,4,Friday,False
478,1998-05-04 00:00:00,1998,2,5,May,19,4,0,Monday,False
479,1998-05-05 00:00:00,1998,2,5,May,19,5,1,Tuesday,False
480,1998-05-06 00:00:00,1998,2,5,May,19,6,2,Wednesday,False
481,1998-05-07 00:00:00,1998,2,5,May,19,7,3,Thursday,False
482,1998-05-08 00:00:00,1998,2,5,May,19,8,4,Friday,False
483,1998-05-11 00:00:00,1998,2,5,May,20,11,0,Monday,False
484,1998-05-12 00:00:00,1998,2,5,May,20,12,1,Tuesday,False
485,1998-05-13 00:00:00,1998,2,5,May,20,13,2,Wednesday,False
486,1998-05-14 00:00:00,1998,2,5,May,20,14,3,Thursday,False
487,1998-05-15 00:00:00,1998,2,5,May,20,15,4,Friday,False
488,1998-05-18 00:00:00,1998,2,5,May,21,18,0,Monday,False
489,1998-05-19 00:00:00,1998,2,5,May,21,19,1,Tuesday,False
490,1998-05-20 00:00:00,1998,2,5,May,21,20,2,Wednesday,False
491,1998-05-21 00:00:00,1998,2,5,May,21,21,3,Thursday,False
492,1998-05-22 00:00:00,1998,2,5,May,21,22,4,Friday,False
493,1998-05-25 00:00:00,1998,2,5,May,22,25,0,Monday,False
494,1998-05-26 00:00:00,1998,2,5,May,22,26,1,Tuesday,False
495,1998-05-27 00:00:00,1998,2,5,May,22,27,2,Wednesday,False
496,1998-05-28 00:00:00,1998,2,5,May,22,28,3,Thursday,False
497,1998-05-29 00:00:00,1998,2,5,May,22,29,4,Friday,False
498,1998-06-01 00:00:00,1998,2,6,June,23,1,0,Monday,False
499,1998-06-02 00:00:00,1998,2,6,June,23,2,1,Tuesday,False
500,1998-06-03 00:00:00,1998,2,6,June,23,3,2,Wednesday,False
501,1998-06-10 00:00:00,1998,2,6,June,24,10,2,Wednesday,False
502,1998-06-11 00:00:00,1998,2,6,June,24,11,3,Thursday,False
503,2006-01-15 00:00:00,2006,1,1,January,2,15,6,Sunday,True
504,2006-01-20 00:00:00,2006,1,1,January,3,20,4,Friday,False
505,2006-01-22 00:00:00,2006,1,1,January,3,22,6,Sunday,True
506,2006-01-30 00:00:00,2006,1,1,January,5,30,0,Monday,False
507,2006-01-31 00:00:00,2006,1,1,January,5,31,1,Tuesday,False
508,2006-02-06 00:00:00,2006,1,2,February,6,6,0,Monday,False
509,2006-02-07 00:00:00,2006,1,2,February,6,7,1,Tuesday,False
510,2006-02-10 00:00:00,2006,1,2,February,6,10,4,Friday,False
511,2006-02-12 00:00:00,2006,1,2,February,6,12,6,Sunday,True
512,2006-02-23 00:00:00,2006,1,2,February,8,23,3,Thursday,False
513,2006-02-25 00:00:00,2006,1,2,February,8,25,5,Saturday,True
514,2006-03-06 00:00:00,2006,1,3,March,10,6,0,Monday,False
515,2006-03-09 00:00:00,2006,1,3,March,10,9,3,Thursday,False
516,2006-03-10 00:00:00,2006,1,3,March,10,10,4,Friday,False
517,2006-03-11 00:00:00,2006,1,3,March,10,11,5,Saturday,True
518,2006-03-22 00:00:00,2006,1,3,March,12,22,2,Wednesday,False
519,2006-03-24 00:00:00,2006,1,3,March,12,24,4,Friday,False
520,2006-04-03 00:00:00,2006,2,4,April,14,3,0,Monday,False
521,2006-04-05 00:00:00,2006,2,4,April,14,5,2,Wednesday,False
522,2006-04-07 00:00:00,2006,2,4,April,14,7,4,Friday,False
523,2006-04-08 00:00:00,2006,2,4,April,14,8,5,Saturday,True
524,2006-04-12 00:00:00,2006,2,4,April,15,12,2,Wednesday,False
525,2006-04-22 00:00:00,2006,2,4,April,16,22,5,Saturday,True
526,2006-04-25 00:00:00,2006,2,4,April,17,25,1,Tuesday,False
527,2006-04-25 17:03:55,2006,2,4,April,17,25,1,Tuesday,False
528,2006-04-25 17:26:53,2006,2,4,April,17,25,1,Tuesday,False
529,2006-04-30 00:00:00,2006,2,4,April,17,30,6,Sunday,True
530,2006-05-09 00:00:00,2006,2,5,May,19,9,1,Tuesday,False
531,2006-05-11 00:00:00,2006,2,5,May,19,11,3,Thursday,False
532,2006-05-24 00:00:00,2006,2,5,May,21,24,2,Wednesday,False
533,2006-06-05 00:00:00,2006,2,6,June,23,5,0,Monday,False
534,2006-06-07 00:00:00,2006,2,6,June,23,7,2,Wednesday,False
535,2006-06-08 00:00:00,2006,2,6,June,23,8,3,Thursday,False
536,2006-06-23 00:00:00,2006,2,6,June,25,23,4,Friday,False
